brand,name,price,decimals,currency,price_without_vat,availability,description
XIAOMI,Xiaomi MI MAX 2 6.44″ 4GB 64GB Negro – Smartphone,261,"0,49",€,"216,11€ (sin IVA)",Sólo queda 1 unidad,MOVIL XIAOMI MI MAX 2 4GB 64GB ES NEGRO MOVIL XIAOMI MI MAX 2 4GB 64GB ES NEGRO
BQ,BQ AQUARIS X2 5.65″ 32GB 3GB NEGRO – Smartphone,265,"0,19",€,"219,16€ (sin IVA)",Sólo queda 1 unidad,"El fabricante Español por fin se actualiza y se pone a la altura de sus competidores directos, y es que BQ nos presenta el Aquaris X2, con un diseño totalmente renovado y pantalla infinita, el Aquaris X2 presenta un procesador Snapdragon 636 de Ocho Núcleos y configuraciones que van de los 3GB/32GB a los 4GB/64GB de memorias RAM/ROM."
BQ,Bq Aquaris M5 4G 3GB 16GB Negro – Smartphone,275,"0,15",€,"227,39€ (sin IVA)",,Smartphone – Qualcomm Snapdragon 615 / 1.5 GHz – Adreno 405 – Android 5.1.1 Lollipop – Pantalla 5″ IPS 1080 x 1920 FullHD – 441ppi – 3GB RAM – 16GB Almacenamiento – cámara 13MP (frontal 5MP) – 3120mAh – Radio FM – GPS – color negro
MEIZU,Meizu Pro 6 32GB Blanco – Smartphone,333,"0,48",€,"275,60€ (sin IVA)",Pendiente de reposición,Smartphone – Pantalla AMOLED 5.2″ 1920 x 1080 píxeles – 423ppi – 4GB RAM – 32GB Almacenamiento – 21 MP (cámara frontal de 5 MP) – GPS – 4G/LTE – Android 6.0
XIAOMI,Xiaomi MI MIX 2 6″ 6GB 64GB Negro – Smartphone,378,"0,49",€,"312,80€ (sin IVA)",,MOVIL XIAOMI MI MIX 2 6GB 64GB NEGRO MOVIL XIAOMI MI MIX 2 2GB 64GB NEGRO
XIAOMI,Xiaomi MI 8 6GB 64GB Negro – Smartphone,432,"0,49",€,"357,43€ (sin IVA)",Sólo queda 1 unidad,"Xiaomi MI8 Pantalla Samsung AMOLED Pantalla completa brillante y transparente de 6,21 pulgadas, el fuselaje equivale a un tamaño tradicional de teléfono móvil de 5,5 pulgadas. Alto contraste 60000: 1 (min) Amplia gama de colores DCI-P3 Pantalla alta que representa el 86.68% 18.7: 9 Resolución 2248 × 1080"
XIAOMI,"Xiaomi Black Shark 5,99’FHD+ 6GB/64GB – Smartphone",488,"0,03",€,"403,33€ (sin IVA)",,El Xiaomi Black Shark es un dispositivo GAMING con una pantalla de seis pulgadas y características internas con la máxima potencia como el Snapdragon 845 con hasta 6GB de memoria RAM y 64GB de almacenamiento interno.
XIAOMI,"Xiaomi Black Shark 5,99’FHD+ 8GB/128GB – Smartphone",563,"0,85",€,"465,99€ (sin IVA)",,El Xiaomi Black Shark es un dispositivo GAMING con una pantalla de seis pulgadas y características internas con la máxima potencia como el Snapdragon 845 con hasta 8GB de memoria RAM y 128GB de almacenamiento interno.
APPLE,Apple iPhone 6S Plus 32GB Rose Gold – Smartphone,565,"0,13",€,"467,05€ (sin IVA)",,Smartphone – Apple A9 /  Dual-Core 1.84 GHz – Pantalla 5.5″ Retina HD 1920 x 1080 (FullHD) – 2 GB Memoria RAM – 32 GB Almacenamiento – cámara 12MP (frontal 5MP) – Sensor de huellas dactilar – GPS – color oro rosa- Dispositivos apple
XIAOMI,Xiaomi MI MIX 2 6″ 8GB 128GB Blanco Special ED. – Smartphone,634,"0,65",€,"524,50€ (sin IVA)",,"Mi MIX 2 está dotado de una gran pantalla de 5,99””, en un cuerpo más pequeño que los smartphones normales de 5,5””."
APPLE,Apple iPhone 6S 32GB Space Gray – Smartphone,660,"0,33",€,"545,73€ (sin IVA)",,Smartphone – Apple A9 /  Dual-Core 1.84 GHz – Pantalla 4.7″ Retina HD – 2 GB Memoria RAM – 128 GB Almacenamiento – cámara 12MP (frontal 5MP) – Sensor de huellas dactilar – GPS – color gris espacial- Dispositivos apple
SAMSUNG,Samsung Galaxy S9 5.8″ 64GB Negro Android – Smartphone,741,"0,04",€,"612,43€ (sin IVA)",,"Captura increíbles imágenes a plena luz del día o casi sin luz. Nuestro objetivo Apertura Dual se adapta como el ojo humano. Es capaz de cambiar automáticamente entre distintas condiciones de iluminación, por lo que podrás realizar fotos increíbles con mucha o poca luz, de día o de noche. Una cámara que brilla a oscuras. El modo de apertura F1.5 es capaz de encontrar luz incluso en la oscuridad. Gracias a su cámara con poca luz conseguirás fotos brillantes incluso de noche. Un smartphone con una pantalla sin límites. Contempla tus fotos y vídeos como tú quieras: en una pantalla de extremo a extremo. Un smartphone que te envuelve gracias al sonido Dolby Atmos de sus altavoces AKG. Disfruta de un audio más nítido y potente gracias a sus altavoces fabricados en colaboración con AKG. Si a esto le sumamos Dolby Atmos con su sonido envolvente, ya estarás listo para vivir una auténtica experiencia de cine."
APPLE,Apple iPhone 7 32GB Gold – Smartphone,770,"0,33",€,"636,64€ (sin IVA)",,Smartphone – Apple A10 Fusion / 2.34 GHz – Pantalla 4.7″ Retina HD – 2GB RAM – 32GB Almacenamiento – cámara 12MP (frontal 7MP) -1960mAh – TouchID – IP67 – color dorado- Dispositivos apple
APPLE,Apple iPhone 7 32GB Rose Gold – Smartphone,770,"0,33",€,"636,64€ (sin IVA)",,Smartphone – Apple A10 Fusion / 2.34 GHz – Pantalla 4.7″ Retina HD – 2GB RAM – 32GB Almacenamiento – cámara 12MP (frontal 7MP) – 1960mAh – TouchID – IP67 – color oro rosado- Dispositivos apple
SAMSUNG,Samsung Galaxy S8 64GB 5.8″ Plata – Smartphone,809,0,€,"668,60€ (sin IVA)",,"El revolucionario diseño de Galaxy S8 comienza desde su interior. Hemos redefinido cada componente del smartphone para romper con los límites de su pantalla, despidiéndonos de los marcos. Así todo lo que verás será contenido y nada más. Disfruta de la pantalla más grande e inmersiva fabricada para un smartphone Galaxy que podrás sostener con una sola mano."
SAMSUNG,Samsung Galaxy S9+ 6.2″ 64GB Negro Android – Smartphone,839,"0,98",€,"694,20€ (sin IVA)",,"Captura increíbles imágenes a plena luz del día o casi sin luz. Nuestro objetivo Apertura Dual se adapta como el ojo humano. Es capaz de cambiar automáticamente entre distintas condiciones de iluminación, por lo que podrás realizar fotos increíbles con mucha o poca luz, de día o de noche. Una cámara que brilla a oscuras. El modo de apertura F1.5 es capaz de encontrar luz incluso en la oscuridad. Gracias a su cámara con poca luz conseguirás fotos brillantes incluso de noche. Un smartphone con una pantalla sin límites. Contempla tus fotos y vídeos como tú quieras: en una pantalla de extremo a extremo. Un smartphone que te envuelve gracias al sonido Dolby Atmos de sus altavoces AKG. Disfruta de un audio más nítido y potente gracias a sus altavoces fabricados en colaboración con AKG. Si a esto le sumamos Dolby Atmos con su sonido envolvente, ya estarás listo para vivir una auténtica experiencia de cine."
APPLE,Apple iPhone XR 64GB Coral – Smartphone,859,0,€,"709,92€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Coral y 64GB
APPLE,Apple iPhone XR 64GB Amarillo – Smartphone,859,0,€,"709,92€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Amarillo y 64GB
APPLE,Apple iPhone XR 64GB Negro – Smartphone,859,0,€,"709,92€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Negro y 64GB
APPLE,Apple iPhone XR 64GB Blanco – Smartphone,859,0,€,"709,92€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Blanco y 64GB
APPLE,Apple iPhone XR 64GB Azul – Smartphone,859,0,€,"709,92€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Azul y 64GB
SAMSUNG,Samsung Galaxy S8+ 6.2″ 64GB Plata Android – Smartphone,909,0,€,"751,24€ (sin IVA)",Sólo queda 1 unidad,"El revolucionario diseño de Galaxy S8+ comienza desde su interior. Hemos redefinido cada componente del smartphone para romper con los límites de su pantalla, despidiéndonos de los marcos. Así todo lo que verás será contenido y nada más. Disfruta de la pantalla más grande e inmersiva fabricada para un smartphone Galaxy que podrás sostener con una sola mano."
APPLE,Apple iPhone 7 Plus 32 GB Silver – Smartphone,910,"0,33",€,"752,34€ (sin IVA)",,Smartphone – Apple A10 Fusion / 2.34 GHz – Pantalla 5.5″ Retina FullHD – 3GB RAM – 32GB Almacenamiento – cámara dual 12MP (frontal 7MP) – 2900mAh – TouchID – IP67 – color plata /plateado- Dispositivos apple
APPLE,Apple iPhone 7 Plus 32GB Black – Smartphone,910,"0,33",€,"752,34€ (sin IVA)",,Smartphone – Apple A10 Fusion / 2.34 GHz – Pantalla 5.5″ Retina FullHD – 3GB RAM – 32GB Almacenamiento – cámara dual 12MP (frontal 7MP) – 2900mAh – TouchID – IP67 – color negro mate- Dispositivos apple
APPLE,Apple iPhone XR 128GB Azul – Smartphone,919,0,€,"759,50€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Azul y 128GB
APPLE,Apple iPhone XR 128GB Blanco – Smartphone,919,0,€,"759,50€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Blanco y 128GB
APPLE,Apple iPhone XR 128GB Amarillo – Smartphone,919,0,€,"759,50€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Amarillo y 128GB
APPLE,Apple iPhone XR 128GB Negro Smartphone,919,0,€,"759,50€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Negro y 128GB
APPLE,Apple iPhone XR 128GB Coral – Smartphone,919,0,€,"759,50€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Coral y 128GB
APPLE,Apple iPhone 8 Plus 64GB Gris Espacial – Smartphone,959,"0,43",€,"792,92€ (sin IVA)",,"Apple iPhone 8 Plus Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone 8 Plus 64GB Plata- Smartphone,977,"0,05",€,"807,48€ (sin IVA)",,"Apple iPhone 8 Plus Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone 8 Plus 64GB Oro – Smartphone,977,"0,05",€,"807,48€ (sin IVA)",,"Apple iPhone 8 Plus Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
SAMSUNG,Samsung Galaxy Note 9 6.4″ 6GB 128GB Negro – Smartphone,999,0,€,"825,62€ (sin IVA)",,"La revolución ya está aquí y tiene forma de smartphone. Ya te puedes agarrar bien fuerte porque el móvil Samsung Galaxy Note 9 en color negro te sorprenderá con unas prestaciones que no te dejarán indiferente. Desde su procesador Octa-core hasta su memoria interna y otros tantos componentes que te garantizan un funcionamiento del más alto nivel.,  "
APPLE,Apple iPhone 7 Plus 128GB Jet Black – Smartphone,1020,"0,33",€,"843,25€ (sin IVA)",,Smartphone – Apple A10 Fusion / 2.34 GHz – Pantalla 5.5″ Retina FullHD – 3GB RAM – 128GB Almacenamiento – cámara dual 12MP (frontal 7MP) – 2900mAh – TouchID – IP67 – color negro brillante- Dispositivos apple
APPLE,Apple iPhone 7 Plus 128GB Rose Gold – Smartphone,1020,"0,33",€,"843,25€ (sin IVA)",Pendiente de reposición,Smartphone – Apple A10 Fusion / 2.34 GHz – Pantalla 5.5″ Retina FullHD – 3GB RAM – 128GB Almacenamiento – cámara dual 12MP (frontal 7MP) – 2900mAh – TouchID – IP67 – color oro rosa- Dispositivos apple
APPLE,Apple iPhone 8 256GB Plata Espacial – Smartphone,1021,"0,99",€,"844,62€ (sin IVA)",,"Apple iPhone 8 Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone 8 256GB Oro Espacial – Smartphone,1021,"0,99",€,"844,62€ (sin IVA)",,"Apple iPhone 8 Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone 8 256GB Gris Espacial – Smartphone,1021,"0,99",€,"844,62€ (sin IVA)",Sólo queda 1 unidad,"Apple iPhone 8 Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone XR 256GB Coral – Smartphone,1029,0,€,"850,41€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Coral y 256GB
APPLE,Apple iPhone XR 256GB Amarillo Smartphone,1029,0,€,"850,41€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Amarillo y 256GB
APPLE,Apple iPhone XR 256GB Negro Smartphone,1029,0,€,"850,41€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Negro y 256GB
APPLE,Apple iPhone XR 256GB Blanco – Smartphone,1029,0,€,"850,41€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Blanco y 256GB
APPLE,Apple iPhone XR 256GB Azul – Smartphone,1029,0,€,"850,41€ (sin IVA)",,Nueva pantalla Liquid Retina con la tecnología LCD más avanzada del sector. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smart­phone. Y un revolucio­nario sistema de cámara. Da igual por dónde lo mires: el iPhone XR es sencillamente asombroso. Modelo color Azul y 256GB
APPLE,Apple iPhone 8 Plus 256GB Gris Espacial – Smartphone,1158,"0,55",€,"957,48€ (sin IVA)",,"Apple iPhone 8 Plus Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone 8 Plus 256GB Plata Espacial – Smartphone,1158,"0,55",€,"957,48€ (sin IVA)",Sólo quedan 2 unidades,"Apple iPhone 8 Plus Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone 8 Plus 256GB Oro Espacial – Smartphone,1158,"0,55",€,"957,48€ (sin IVA)",,"Apple iPhone 8 Plus Una mente brillante. Un espectacular diseño integral de vidrio. La cámara más popular del mundo en una versión aún mejor. El chip más inteligente y con mayor potencia que ha tenido un smartphone. Un sistema de carga inalámbrica que es pura comodidad. Y formas nunca vistas de disfrutar de la realidad aumentada. Es el iPhone 8, una nueva generación de iPhone."
APPLE,Apple iPhone XS 64GB Oro – Smartphone,1159,0,€,"957,85€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Oro y 64GB"
APPLE,Apple iPhone XS 64GB Gris espacial – Smartphone,1159,0,€,"957,85€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Gris Espacial y 64GB"
APPLE,Apple iPhone XS 64GB Plata – Smartphone,1159,0,€,"957,85€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Plata y 64GB"
APPLE,Apple iPhone XS Max 64GB Oro – Smartphone,1259,0,€,"1040,50€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Oro y 64GB"
APPLE,Apple iPhone XS Max 64GB Gris espacial – Smartphone,1259,0,€,"1040,50€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Gris espacial y 64GB"
APPLE,Apple iPhone XS Max 64GB Plata – Smartphone,1259,0,€,"1040,50€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Plata y 64GB"
SAMSUNG,Samsung Galaxy Note 9 6.4″ 8GB 512GB Azul – Smartphone,1259,0,€,"1040,50€ (sin IVA)",,"La revolución ya está aquí y tiene forma de smartphone. Ya te puedes agarrar bien fuerte porque el móvil Samsung Galaxy Note 9 en color azul te sorprenderá con unas prestaciones que no te dejarán indiferente. Desde su procesador Octa-core hasta su memoria interna y otros tantos componentes que te garantizan un funcionamiento del más alto nivel.,  "
APPLE,Apple iPhone XS 256GB Gris espacial – Smartphone,1329,0,€,"1098,35€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Gris Espacial y 256GB"
APPLE,Apple iPhone XS 256GB Oro – Smartphone,1329,0,€,"1098,35€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Oro y 256GB"
APPLE,Apple iPhone XS 256GB Plata – Smartphone,1329,0,€,"1098,35€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Plata y 256GB"
APPLE,Apple iPhone XS Max 256GB Plata – Smartphone,1429,0,€,"1180,99€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Plata y 256GB"
APPLE,Apple iPhone XS Max 256GB Oro – Smartphone,1429,0,€,"1180,99€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Oro y 256GB"
APPLE,Apple iPhone XS Max 256GB Gris espacial – Smartphone,1429,0,€,"1180,99€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Gris espacial y 256GB"
APPLE,Apple iPhone XS 512GB Oro – Smartphone,1559,0,€,"1288,43€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Oro y 512GB"
APPLE,Apple iPhone XS 512GB Gris espacial – Smartphone,1559,0,€,"1288,43€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Gris espacial y 512GB"
APPLE,Apple iPhone XS 512GB Plata – Smartphone,1559,0,€,"1288,43€ (sin IVA)",,"Presentamos el iPhone XS con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Plata y 512GB"
APPLE,Apple iPhone XS Max 512GB Gris espacial – Smartphone,1659,0,€,"1371,07€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Gris espacial y 512GB"
APPLE,Apple iPhone XS Max 512GB Oro – Smartphone,1659,0,€,"1371,07€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Oro y 512GB"
APPLE,Apple iPhone XS Max 512GB Plata – Smartphone,1659,0,€,"1371,07€ (sin IVA)",,"Presentamos el iPhone XS MAX con pantalla Super Retina, incluida la más grande que ha tenido nunca un iPhone. Face ID aún más rápido. El chip más inteligente y con mayor potencia en un smartphone. Y un revolucionario sistema de cámara dual. Es todo lo que te gusta del iPhone. Pero llevado al extremo. Modelo Color Plata y 512GB"
