brand,name,price,decimals,currency,price_without_vat,availability,description
LENOVO,Lenovo IdeaPad 110-15 i7 6500 4GB 500GB W10 – Portátil,499,0,€,"412,40€ (sin IVA)",,"Te presentamos el IdeaPad 110-15ISK de Lenovo. Consigue las características que necesitas de este portátil de gama básica: potencia de procesamiento fiable, memoria aceptable, un montón de espacio de almacenamiento y una pantalla atractiva. Este ordenador portátil cuenta con procesador Intel Core i7, 4GB de memoria RAM y 500GB de disco duro. Este modelo incluye sistema operativo Windows 10. J151"
LENOVO,Lenovo 320-15IKBRN i5 8250 4GB 128GB W10 – Portátil,499,0,€,"412,40€ (sin IVA)",Sólo queda 1 unidad,"Rediseñamos el IdeaPad 320 con un elegante chasis unimarco, al tiempo que se han añadido exclusivas y divertidas opciones de color tono sobre tono: gris platino, negro ónix, blanco ventisca, azul dénim, púrpura ciruela y rojo coral. Aún mejor es que el IdeaPad 320 se ha diseñado para estar a tu altura. Lo hemos tratado con un acabado protector final que lo resguarda del desgaste; también hemos añadido detalles de goma en la parte inferior de la cubierta para maximizar la ventilación y prolongar la vida del producto."
ASUS,ASUS S510UA-BR215T i3 7100 4GB 128GB 15.6″ W10 – Portátil,499,0,€,"412,40€ (sin IVA)",Sólo queda 1 unidad,S510UA-BR215T i3-7100 4G 128G 15.6″ W10 VivobookS
LENOVO,Lenovo ThinkPad E570 i5 7200U 4GB 500GB W10Pro – Portátil,512,"0,48",€,"423,54€ (sin IVA)",,"Potente y resistente, el ThinkPad E570 es tan ligero que podrás desplazarte a cualquier lugar donde te lleve tu negocio. Diseñado para mejorar la productividad, este portátil de 15,6″ está provisto de un procesador veloz y fluido, una pantalla de alta resolución y un teclado ergonómico de serie."
HP,HP 17-BY0001NS I3 7020 4GB 500GB W10 – Portátil,517,"0,63",€,"427,79€ (sin IVA)",,"Te presentamos el portátil doméstico de hp 17-BY0001ns con un procesador Intel i3 7020u y 1TB de almacenamiento  , tambien viene con 1 modulo de 4gb de RAM. Este modelo esta equipado con una pantalla de 17.3″ HD y Windows 10 home"
ACER,Acer A315 I5 7200 8GB 256GB 15.6″ DOS – Portátil,518,"0,17",€,"428,24€ (sin IVA)",,"Te presentamos el portátil de Acer A315 Con un procesador I5 7200 para poder trabajar con cualquier programa , una memoria de 8gb con la que podrás abrir un montón de aplicaciones y un disco solido de 256GB con el que podrás acceder a tus datos instantáneamente."
HP,HP 15 BS094NS i5 7200 8GB 500GB W10 – Portátil,518,"0,91",€,"428,85€ (sin IVA)",,"Realiza todas las tareas diarias con éxito utilizando un portátil elegante creado para mantenerte conectado, así como para llevar a cabo tus actividades habituales. Con un rendimiento fiable y una batería de larga duración1 puedes navegar, transmitir datos y mantenerte en contacto con lo que más te preocupa de forma sencilla."
HP,HP 15-DA0039NS I5 8250U 4GB 1TB W10 – Portátil,525,0,€,"433,89€ (sin IVA)",,"El ordenador portátil HP NoteBook 15-DA0039NS presenta la combinación perfecta de diseño, fiabilidad y fantásticas características. Estilo y productividad, al tiempo que piensas en tu presupuesto, algo que te encantará. J151"
LENOVO,Lenovo  V330-81B i3 8130 4GB 500GB W10Pro 14FHD – Portátil,533,"0,07",€,"440,56€ (sin IVA)",,"Intel® Core™ i3-8130U hasta 3.4GHz, 4GB RAM DDR4, 500GB HDD, 14″ FullHD LED, Intel® UHD Graphics 620, USB-C, VGA, HDMI, Gigabit Ethernet, WiFi-ac, Bluetooth 4.1, lector SD, Lector de huellas, Windows 10 Pro, iron gray (gris), 1.75kg"
ACER,Acer EX2540 i5 7200U 1TB 8GB 15.6″ W10 – Portátil,538,"0,94",€,"445,40€ (sin IVA)",Sólo queda 1 unidad,"Acer Extensa 15 2540-519N – Core i5 7200U / 2.5 GHz – Win 10 Home 64 bit – 8 GB RAM – 1 TB HDD – grabadora de DVD – 15.6″ 1366 x 768 (HD) – HD Graphics 620 – Wi-Fi, Bluetooth – negro medianoche – kbd: Español P13"
HP,HP 400 G4 SFF i3 7100 4G 500G HDD W10P,542,"0,86",€,"448,64€ (sin IVA)",,HP ProDesk 400 G4 – SFF – 1 x Core i3 7100 / 3.9 GHz – RAM 4 GB – HDD 500 GB – grabadora de DVD – HD Graphics 630 – GigE – Win 10 Pro 64 bits – monitor: ninguno
TOSHIBA,TOSHIBA R50-C-152 i3 6006 8GB 500GB W10 Pro – Portátil,545,"0,95",€,"451,19€ (sin IVA)",,15.6/i3-6006U/8GB/500GB/WIN10 Profesional
LENOVO,Lenovo 320-15IKBR I5 8250 8GB 1TB W10 – Portátil,549,0,€,"453,72€ (sin IVA)",Sólo quedan 2 unidades,"Todo lo que incluye el IdeaPad 320 se ha diseñado para hacerte la vida más sencilla. Se encargará de cualquier tarea fácilmente con la gran potencia de procesamiento y las opciones gráficas independientes. Precargado con Windows 10 Home, dispondrás de la asistencia personal de Cortana, diseñada para ayudarte a abrir aplicaciones y responder a tus preguntas, ya sea por escrito o de viva voz. Desde el nuevo diseño optimizado hasta una interfaz para sistemas de sobremesa más sencilla, disfrutarás de la simplicidad que ofrece el nuevo IdeaPad 320. El mayor reto al que te vas a enfrentar será el de elegir el color perfecto para ti. Y ahora con los nuevos procesadores Intel Core de 8ª generación"
ASUS,ASUS S510UA BR274R i3 7100 4GB 128GB W10Pro – Portátil,549,0,€,"453,72€ (sin IVA)",,"ASUS VivoBook S15 S510UA-BR274R – Core i3 7100U – Win 10 Pro 64 bits – 4 GB RAM – 128 GB SSD – 15.6″ 1366 x 768 (HD) – HD Graphics 620 – 802.11ac, Bluetooth – oro metálico J151"
LENOVO,Lenovo 330-15KBR I5 8250U 4GB 128GB W10 – Portátil,556,"0,81",€,"460,17€ (sin IVA)",,Portatil lenovo i5 8250 4GB 128GB W10  ideal para cualquier tarea
HP,HP X360 14-BA001NS I3 7100 4GB 500GB 14 Touch W10 – Portátil,556,"0,95",€,"460,29€ (sin IVA)",,"Siéntete libre de crear, conectarte y compartir de más maneras que antes. Ahora listo para lápiz, el Pavilion x360 es más que un portátil, es el único dispositivo para todo lo que quieras hacer."
ACER,Acer EX2540 i5 7200 8GB 256GB 15.6″ DOS – Portátil,559,"0,46",€,"462,36€ (sin IVA)",Sólo quedan 2 unidades,"Te presentamos el Acer Extensa 2540 , con un procesador i5 7200 a una velocidad de 3.1GZ y una memoria ram de 8GB podrás trabajar con varios programas a la vez sin notar ningún tipo de ralentización. Almacena toda tu información en el disco solido de 256GB mucho más rápido que un disco duro convencional. Con una pantalla de 15.6” y un peso inferior a los 3 KG podrás viajar con el a cualquier parte."
ASUS,ASUS P541UA-GQ1507T i5 7200 8GB 500GB W10 – Portátil,561,"0,43",€,"463,99€ (sin IVA)",,"ASUS P541UA-GQ1507T. Tipo de producto: Portátil, Factor de forma: Concha. Familia de procesador: 7ª generación de procesadores Intel® Core™ i5, Modelo del procesador: i5-7200U, Frecuencia del procesador: 2,50 GHz. Diagonal de la pantalla: 39,6 cm (15.6″), Tipo HD: HD, Resolución de la pantalla: 1366 x 768 Pixeles. Memoria interna: 8 GB. Capacidad total de almacenaje: 1000 GB, Unidad de almacenamiento: Unidad de disco duro. Adaptador gráfico incorporado. Sistema operativo instalado: Windows 10 Home. Color del producto: Negro, Chocolate. Peso: 2 kg"
HP,HP 250 G6 I5-7200U 1TB 8GB 15IN DVD W10  – Portátil,572,"0,98",€,"473,54€ (sin IVA)",,"Te presentamos el portátil de hp serie 250 G6 con un procesador Intel i5 7200u y 1TB de almacenamiento  , tambien viene con 1 modulo de 8gb de RAM ampliable hasta 16GB. Este modelo esta equipado con una pantalla de 15.6″ HD y Windows 10 home"
HP,HP 250 G6 I5 7200 8GB 256GB FHD DOS – Portátil,575,0,€,"475,21€ (sin IVA)",,"Te presentamos el portátil de HP de la serie 250 , con un procesador de 7ª generacion intel i5 7200U a 3.10 GHz con el que podras completar todas las tareas rapidamente. Almacena tus datos y abre aplicaciones como nunca con el disco SSD de 256GB y 8GB de memoria RAM. Con una pantalla de 15.6″ y un peso de 2KG podras llevartelo a cualquier lugar. J151"
LENOVO,Lenovo ThinkPad E570 I5 7200 4GB 1TB 15.6 W10Pro – Portátil,579,"0,61",€,"479,01€ (sin IVA)",,"Portátil – Lenovo ThinkPad E570 39,6 cm (15,6″) LCD – Intel Core i5 (7th Gen) i5-7200U Dual-core (2 Core) 2,50 GHz – 4 GB DDR4 SDRAM – 1 TB HDD – Windows 10 Pro 64-bit – 1920 x 1080 – Negro, Plata – Grabadora DVD – Intel HD Graphics 620 DDR4 SDRAM – Bluetooth"
ACER,Acer EX2540 I5 7200 8GB 256GB 15.6″ W10 – Portátil,584,"0,56",€,"483,11€ (sin IVA)",Sólo quedan 2 unidades,"Intel® Core™ i5-7200U, 8GB RAM DDR3L, 256GB NAND (SSD), 15.6″ LED HD, Intel HD Graphics 620, DVD±RW, USB 3.0, lector tarjetas SD, HDMI, GigaLAN, Wifi-N, BT 4.2, Windows 10 Home, 2.40Kg, Negro"
LENOVO,Lenovo V110 i5 7200 8GB 256GB W10 15.6″ – Portátil,589,0,€,"486,78€ (sin IVA)",,"Disfruta al máximo de su procesador de 7ª Generación Intel i5-7200U, alucina con sus 8GB de RAM y con sus 256GB de SSD de almacenamiento para guardar todos tus trabajos, vídeos y fotografías. El Lenovo V110 tiene una pantalla de 15.6″HD, la cual entrega imágenes brillantes y nítidas en formato de pantalla ancha de 16:9. También viene con tecnología antirreflejo que ayuda a reducir el riesgo de fatiga ocular. Este modelo incluye el sistema operativo Windows 10. J151"
HP,HP 250 G6 I5 7200 8GB 256GB W10 – Portátil,609,0,€,"503,31€ (sin IVA)",Sólo queda 1 unidad,"Te presentamos el portátil de HP de la serie 250 , con un procesador de 7ª generacion intel i5 7200U a 3.10 GHz con el que podras completar todas las tareas rapidamente. Almacena tus datos y abre aplicaciones como nunca con el disco SSD de 256GB y 8GB de memoria RAM. Disfruta de la fluidez de un sistema operativo magnifico como es Windows 10. Con una pantalla de 15.6″ y un peso de 2KG podras llevartelo a cualquier lugar. J151"
ASUS,ASUS P541UA-GO1508T i7 7500 8GB 500GB W10 – Portátil,609,"0,37",€,"503,61€ (sin IVA)",Sólo quedan 2 unidades,"ASUS P541UA-GO1508T. Color del producto: Negro, Chocolate, Tipo de producto: Portátil, Factor de forma: Concha. Diagonal de la pantalla: 39,6 cm (15.6″), Resolución de la pantalla: 1366 x 768 Pixeles, Tipo HD: HD. Frecuencia del procesador: 2,70 GHz, Familia de procesador: 7ï generación de procesadores Intel Core? i7, Modelo del procesador: i7-7500U. Memoria interna: 8 GB, Memoria interna máxima: 16 GB. Capacidad total de almacenaje: 500 GB, Unidad de almacenamiento: Unidad de disco duro, Capacidad de disco duro: 500 GB"
HP,HP 15-DA0050NS I5 8250 8GB 256GB W10 – Portátil,612,"0,37",€,"506,09€ (sin IVA)",,Te presentamos el portátil de HP 15-Da0050NS con un procesador i5 de octava generación 8GB de RAM y un SSD de 256GB disfruta de este súper portátil con la mejor experiencia con Windows 10
ASUS,ASUS X540UB GQ060T i5 7200U 8GB 1TB MX110 W10 – Portátil,613,"0,16",€,"506,75€ (sin IVA)",,"ASUS X540UB GQ060T – Core i5 7200U / 2.5 GHz – Win 10 Home 64 bit – 8 GB RAM – 1 TB HDD – DVD SuperMulti – 15.6″ 1366 x 768 (HD) – GF MX110 / HD Graphics 620 – 802.11ac, Bluetooth – IMR negro chocolate (tapa de LCD), IMR dorado (parte superior)"
ACER,Acer TMP2410 i5 8250 4GB 500GB W10P 14FHD – Portátil,617,"0,4",€,"510,25€ (sin IVA)",,"Intel Core i5-8250U hasta 3.4GHz, 4GB RAM DDR4, 500GB HDD 14.1″ FullHD, IPS Mate, Webcam con reconocimiento facial, Intel® UHD Graphics 620, HDMI, VGA, Sin Unidad Óptica, USB 3.0, USB-C, Ethernet, WiFi-ac, Bluetooth 4.0, Lector SD, Windows 10 Pro, negro, 1.8Kg"
HP,HP 15-BS520NS i3 6006U 8GB 256GB W10 – Portátil,625,"0,29",€,"516,77€ (sin IVA)",Sólo queda 1 unidad,"Realiza todas las tareas diarias con éxito utilizando un portátil elegante creado para mantenerte conectado, así como para llevar a cabo tus actividades habituales. Con un rendimiento fiable y una batería de larga duración puedes navegar, transmitir datos y mantenerte en contacto con lo que más te preocupa de forma sencilla."
LENOVO,Lenovo 320-15IKB I7 8550U 8GB 1TB MX150 W10 – Portátil,649,0,€,"536,36€ (sin IVA)",Sólo quedan 2 unidades,"Intel Core i7-8550U, 8GB RAM DDR4, 1TB HDD, 15.6″ 1366×768 HD, nVidia™ GeForce MX150, HDMI, sin unidad óptica, GigaLAN, WiFi-ac, BT 4.1, USB-C, lector de tarjetas, Windows 10 Home, Gris platino, 2.2Kg"
ASUS,ASUS X540UB GQ064T i5 7200 8GB 256GB MX110 W10,649,0,€,"536,37€ (sin IVA)",,"ASUS X540UB GQ064T – Core i5 7200U / 2.5 GHz – Win 10 Home 64 bit – 8 GB RAM – 256 GB SSD – DVD SuperMulti – 15.6″ 1366 x 768 (HD) – GF MX110 / HD Graphics 620 – 802.11ac, Bluetooth – IMR negro chocolate (tapa de LCD), IMR dorado (parte superior). J151"
HP,HP 15-DA0078NS I7 8550 8GB 256GB MX130 DOS – Portátil,679,0,€,"561,16€ (sin IVA)",,PORTÁTIL HP 15-DA0078NS – I7-8550U 1.8GHZ – 8GB – 256GB SSD – GEFORCE MX130 2GB – 15.6″/39.6CM – HDMI – WIFI BGN/AC – BT – FREEDOS – BLANCO NIEVE J151
ASUS,ASUS X540UB-GQ352T i5 8250 8GB 256GB MX110 W10 – Portátil,700,"0,74",€,"579,12€ (sin IVA)",,"El Asus X540UB-GQ352T ha sabido combinar unas prestaciones muy completas con un precio asequible. Este portátil con pantalla de 15.6” incorpora un potente procesador i5 de 8ª generación, al que se unen 8GB de RAM y una gráfica NVIDIA GeForce MX110 para ofrecer un rendimiento impresionante en todo tipo de tareas. A estos elementos añade un SSD de 256GB, que imprime velocidad al sistema, y una amplia conectividad. Apuesta por el Asus X540UB-GQ352T y saldrás ganando"
ACER,Acer Nitro 5 I5 8250 8GB 1TB MX150 W10 – Portátil,706,"0,01",€,"583,48€ (sin IVA)",Sólo quedan 2 unidades,"Procesador: Core i5; RAM Instalada: 8,00 GB; Tamaño pantalla: 15,60 ‘; Disco duro: 1.000,00 GB; Pantalla táctil: No; Sistema operativo: Windows 10; Versión sistema operativo: Home"
LENOVO,Lenovo TP V330-15IK I5 8250 8GB 256GB W10P – Portátil,712,0,€,"588,43€ (sin IVA)",,"Lenovo V330-15IKB 81AX – Core i5 8250U / 1.6 GHz – Win 10 Pro 64 bits – 8 GB RAM – 256 GB SSD NVMe – grabadora de DVD – 15.6″ 1920 x 1080 (Full HD) – UHD Graphics 620 – Wi-Fi, Bluetooth – gris hierro"
ASUS,ASUS X541UV GQ1345T I7 7500 8GB 1TB 920 W10 – Portátil,713,"0,03",€,"589,28€ (sin IVA)",,"Procesador: Core i7; RAM Instalada: 8 GB; Tamaño pantalla: 15,60 ‘; Disco duro: 1.000 GB; Pantalla táctil: No; Sistema operativo: Windows 10; Versión sistema operativo: Home"
ASUS,Asus F541UV GQ675T I7 7500 8GB 1TB 920 W10 – Portátil,713,"0,03",€,"589,28€ (sin IVA)",,"Te presentamos el portátil Asus F541UV GQ675T con un procesador Intel Core I7 7500U, 8 GB de memoria RAM, 1 TB de disco duro y una tarjeta gráfica Nvidia GF 920 M con 2 GB DDR3"
ACER,Acer Swift 3 i3 6006U 4GB 128GB 14 W10 – Portátil,716,"0,4",€,"592,07€ (sin IVA)",Sólo queda 1 unidad,"Intel® Core™ i3-6006U, 4Gb RAM DDR4, 128Gb SSD, 14″ IPS LED FullHD 1920×1080, Intel HD Graphics 520, USB 3.0, USB-C,HDMI, WiFi-ac, BT, Lector de huellas, Webcam, Windows 10, 1.5 Kg, Plata swift3"
HP,HP 15-BS508NS i7 7500 8GB 256GB W10 Blanco – Portátil,723,"0,44",€,"597,89€ (sin IVA)",,"Te presentamos el portátil de HP de la serie 15-BS, con un procesador de 7ª generacion intel i5 7500 a 3.8 GHz con el que podras completar todas las tareas rapidamente. Almacena tus datos y abre aplicaciones como nunca con el disco ssd de 256GB y 8GB de memoria RAM. Disfruta de la fluidez de un sistema operativo magnifico como es Windows 10. Con una pantalla de 15.6″, su impresionante diseño en color blanco y un peso de 2KG podras llevartelo a cualquier lugar."
ACER,Acer ASPIRE 5 i7 8550 8GB 1TB+256GB W10 – Portátil,726,"0,16",€,"600,13€ (sin IVA)",,"Intel® Core™ i7 8550U, 8GB RAM DDR4L, 1TB HDD + 256GB SSD, 15.6″ LED HD, Intel HD Graphics 620, Sin unidad Óptica, USB 3.0, lector tarjetas SD, HDMI, GigaLAN, Wifi-N, BT 4.0, Windows 10 Home, 2.40Kg, Negro"
ASUS,ASUS S406UA BV121T i5 8250U 8GB 256GB W10 – Portátil,739,0,€,"610,74€ (sin IVA)",Sólo queda 1 unidad,"El ASUS VivoBook S14 potencia la productividad de los usuarios con un alto grado de movilidad. Ligero y compacto, presenta un perfil de 14,8 mm y da 1,2 kg en la balanza. El ASUS VivoBook S14 ofrece un rendimiento sin concesiones y una pantalla de 14″ – 35,56 cm engarzada en un chasis con una dimensiones propias de un equipo de 13″ – 33,02 cm"
ASUS,Asus S406UA BV041T i5 8250 8GB 256GB 14″ W10 – Portátil,740,"0,63",€,"612,09€ (sin IVA)",,"ASUS VivoBook S14 S406UA BV041T – Core i5 8250U – Win 10 Home 64 bit – 8 GB RAM – 256 GB SSD – 14″ 1366 x 768 (HD) – UHD Graphics 620 – 802.11ac, Bluetooth – gris estrella"
LENOVO,Lenovo YOGA 520-14IKB i7 8550 8GB 1TB 14″TFHD W10 – Portátil,746,"0,75",€,"617,15€ (sin IVA)",,"Una magnífica tecnología de vídeo. Audio inmersivo de alta calidad. Características optimizadas para los chats de vídeo. El Yoga 520 reúne todas estas ventajas en un elegante portátil 2 en 1 de 35,56 cm(14″)/38,1 cm(15″), equipado con potentes procesadores y una batería de gran autonomía. Mejora aún más la experiencia que vas a disfrutar con opciones de vanguardia, como el Lápiz activo de Lenovo y un lector de huellas dactilares para blindar tu seguridad."
ASUS,ASUS X540UB GQ063T i7 7500 8GB 256GB MX110 W10 – Portátil,750,"0,4",€,"620,16€ (sin IVA)",,"ASUS X540UB GQ063T – Core i7 7500U / 2.7 GHz – Win 10 Home 64 bit – 8 GB RAM – 256 GB SSD – DVD SuperMulti – 15.6″ 1366 x 768 (HD) – GF MX110 / HD Graphics 620 – 802.11ac, Bluetooth – IMR negro chocolate (tapa de LCD), IMR dorado (parte superior)"
LENOVO,Lenovo V320 i5 7200 4GB 1TB 920 W10 17.3″ FHD – Portátil,758,"0,27",€,"626,67€ (sin IVA)",,"Lenovo V320-17IKB 81AH – Core i5 7200U / 2.5 GHz – Win 10 Home 64 bit – 8 GB RAM – 1 TB HDD – grabadora de DVD – 17.3″ IPS 1920 x 1080 (Full HD) – GF 920MX / HD Graphics 620 – Wi-Fi, Bluetooth – gris hierro"
ACER,Acer Swift 3 i5 7200U 8GB 256GB 14″ FHD W10 – Portátil,766,"0,06",€,"633,11€ (sin IVA)",,"El Acer Aspire Swift 3 tiene un ligero peso de 1.5kg y un grosor de 17.95mm, un estilo moderno con su chasis 100% metálico. La experiencia multimedia en su pantalla hasta FullHD IPS con Acer TrueHarmony™ y Acer Color Intelligence™ es genial en todos los sentidos. Con la potencia del procesador Intel Core i5 7500u de  7ª generación, obtienes un rendimiento mayor y su tecnología wireless 2×2 802.11ac con teconología MU-MIMO te permite acceder a tus contenidos cuando los necesites. Abre las aplicaciones lo mas rapido gracias a su SSD de 256GB y a sus 8GB de memoria RAM."
HP,HP PB 450 I3 7100 4G 500GB W10P 15.6″,769,"0,83",€,"636,23€ (sin IVA)",,HP ProBook 450 G4 – Core i3 7100U / 2.4 GHz – Win 10 Pro 64 bits – 4 GB RAM – 500 GB HDD – DVD SuperMulti – 15.6″ 1366 x 768 (HD) – HD Graphics 620
MSI,MSI GL63 279XES i5 8300 8GB 1TB 1050 DOS – Portátil,799,0,€,"660,33€ (sin IVA)",Sólo queda 1 unidad,"Prepárate para sentir todo el poder del juego con el potente ordenador portátil de MSI GL63 8RC-279XES. Un portátil Gaming dotado con un procesador Coffeelake i5, 8GB de RAM, 1TB de almacenamiento, y todo bajo una potente gráfica NVIDIA GeForce® GTX 1050 4GB GDDR5"
MSI,MSI GV62 7RD-1812XES I5 7300 8GB 1TB 1050 DOS – Portátil,799,0,€,"660,33€ (sin IVA)",Sólo queda 1 unidad,Procesador Intel Core i5 7300HQ (2.50GHz / 3.50GHz Turbo) – Sistema operativo FreeDOS – 8 GB DDR4 Memoria RAM – 1 TB HDD Almacenamiento – Pantalla 15.6″ FullHD (1920×1080) – Gráfica NVIDIA GeForce GTX 1050 4GB GDDR5 – LAN 10/100/1000 Killer – 802.11 ac – Bluetooth 4.2 – Cámara – Lector de tarjetas – Color negro
ASUS,ASUS X540UB-GQ351T i7 8550 8GB 256GB MX110 W10 – Portátil,800,"0,05",€,"661,19€ (sin IVA)",,"El Asus X540UB-GQ352T ha sabido combinar unas prestaciones muy completas con un precio asequible. Este portátil con pantalla de 15.6” incorpora un potente procesador i5 de 8ª generación, al que se unen 8GB de RAM y una gráfica NVIDIA GeForce MX110 para ofrecer un rendimiento impresionante en todo tipo de tareas. A estos elementos añade un SSD de 256GB, que imprime velocidad al sistema, y una amplia conectividad. Apuesta por el Asus X540UB-GQ352T y saldrás ganando"
TOSHIBA,Toshiba A40-D-117 5 7200U 8GB 256GB 14 W10 PRO – Portátil,842,"0,01",€,"695,88€ (sin IVA)",Sólo queda 1 unidad,"Procesador Intel® Core™ i5-7200U de 7ª generación, 8 GB DDR4 2133 MHz, HD 256GB SSD M.2 SATA ,Pantalla 14” Toshiba HD antirreflejos con 16 : 9 de relación de aspecto y retroiluminación LED – 1.366 x 768 (HD), Windows 10 Pro 64 Bits. Profesional"
ASUS,ASUS X541UV GQ780T i7 7500 16GB 1TB 920 W10 – Portátil,844,"0,42",€,"697,86€ (sin IVA)",Sólo quedan 2 unidades,"Los portátiles ASUS VivoBook de la serie X están diseñados para ofrecerte una experiencia multimedia totalmente envolvente. La elegante serie X de ASUS está diseñada para tus tareas informáticas diarias y está disponible en varios colores expresivos y distintos acabados texturizados para que destaques entre la multitud. Los portátiles de la serie X de ASUS están disponibles en color plata, marrón chocolate, azul agua, blanco y rojo; y presentan un elegante acabado con efecto metálico brillante, pulido o cepillado.Los portátiles de la serie X de ASUS están diseñados para ofrecerte una experiencia multimedia envolvente. Las tecnologías exclusivas de ASUS, como el sistema de audio SonicMaster, que incluye la tecnología ICEpower®, ASUS Splendid y el sistema de vídeo ASUS Tru2Life, dan vida a tus películas y canciones."
LENOVO,Lenovo YOGA 520-14IKB I5 8250U 8GB 256GB W10 – Portátil,846,"0,57",€,"699,64€ (sin IVA)",,"Procesador: Core i5; RAM Instalada: 8,00 GB; Tamaño pantalla: 14,00 ‘; Disco duro: 256,00 GB; Pantalla táctil: Sí; Sistema operativo: Windows 10; Versión sistema operativo: Home"
HP,HP 14-BF000NS I5 7200 8GB 256GB 940M 14″ FHD W10 – Portátil,852,"0,47",€,"704,52€ (sin IVA)",,"Crea y comparte todo lo que te gusta en un portátil equipado con funciones potentes. Con un diseño moderno y sofisticado, el nuevo portátil Pavilion ofrece el equilibrio perfecto entre rendimiento y estilo."
TOSHIBA,TOSHIBA A40-C-1ED I5 6200U 8GB 256GB 14″ W10 PRO – Portátil,860,"0,51",€,"711,16€ (sin IVA)",,"Con el teclado de tamaño completo del Satellite Pro A40-C puedes escribir documentos o comunicarte con los colegas, en silencio y con precisión."
LENOVO,Lenovo YOGA 530-14IKB I5 8250 8GB 256GB 14 W10 – Portátil,861,"0,32",€,"711,83€ (sin IVA)",,"Con unas medidas de 1,6 kg y 17,6 mm, el Yoga 530 es lo suficientemente portátil para llevártelo donde quieras. Además, podrás quedarte donde quieras durante un buen rato gracias a la duración de la batería de hasta 10 horas. Si necesitas exprimirlo un poco más, con 15 minutos de carga* obtendrás 2 horas más de uso cuando tu batería ya esté ralentizando. Con wifi AC hasta 2 × 2 y un conjunto completo de puertos (USB tipo C, USB 3.0 y HDMI incluidos), el Yoga 530 te mantendrá conectado a internet y a todo tipo de dispositivos externos y pantallas. Ponte cómodo para ver una película. Verás cada fotograma con todo lujo de detalles en la pantalla FHD de gran ángulo del Yoga 530, biselada con bordes finos y que cuenta con un brillo de 250 nits. También se potenciará el sonido de la mano de la sensación envolvente virtual de los altavoces Harmon optimizados con Dolby Audio™ Premium."
ASUS,ASUS S510UA BR427T i7 8550 8GB 256GB W10 – Portátil,875,0,€,"723,14€ (sin IVA)",Sólo quedan 2 unidades,"Toda la fiabilidad de un fabricante líder como Asus la encontraras en el VivoBook S510UA-BR427T. Este portátil de 15.6 incorpora un procesador Intel de 8 Generación, el i7-8550, así como 8GB de RAM y 256GB en una rápida unidad SSD. Se trata de un dispositivo muy compacto y ligero, que ha optimizado su tamaño para hacer más sencillo su manejo y transporte, dos cualidades indispensables para trabajar en cualquier parte. Por último, mencionar que el Asus VivoBook S510UA-BR427T cuenta con una excelente pantalla HD y Windows 10."
MSI,MSI GL63 278XES i7 8750 8GB 1TB 1050 DOS – Portátil,899,0,€,"742,98€ (sin IVA)",,"Prepárate para sentir todo el poder del juego con el potente ordenador portátil de MSI GL63 8RC-278XES. Un portátil Gaming dotado con un procesador Coffeelake i7, 8GB de RAM, 1TB de almacenamiento, y todo bajo una potente gráfica NVIDIA GeForce® GTX 1050 4GB GDDR5"
ASUS,ASUS FX504GD-DM521T i5 8300 8GB 1TB 1050 W10 – Portátil,899,0,€,"742,98€ (sin IVA)",Sólo queda 1 unidad,"Portátil ASUS TUF Gaming FX504GD-DM521T 15,6″, Con un Intel Core i5 8300 , 8 GB de ram y 1TB de disco duro con posibilidad de añadirle un M.2 podrás disfrutar de todos los documentos a una velocidad increíble. El ASUS TUF Gaming FX504 es un potente portátil de gaming que ofrece una experiencia de juego inmersiva y una durabilidad extrema , gracias a su tarjeta gráfica GTX 1050. Está equipado con el patentado sistema de refrigeración Anti-Dust Cooling (ADC), pantalla Full HD y un sonido envolvente 7.1 que te mete de lleno en la acción. J151"
LENOVO,Lenovo 520S-14IKBR i7 8550 8GB 256GB 14″FHD W10 – Portátil,899,0,€,"742,98€ (sin IVA)",Sólo queda 1 unidad,"Con un peso de 1,7 kg y solo 19,33 mm de grosor, el Ideapad 520S es más ligero que un libro de tapa dura. Es fácil de transportar sin esfuerzo y, aún mejor, hemos rediseñado la serie 5 de Ideapad con bordes biselados que imprimen un look más elegante, y hemos añadido más superficies de metal de primera calidad que lo dotan de un estilo chic que ir donde tú vayas. Está disponible en cinco colores tono sobre tono con un acabado suave al tacto: dorado champán y gris mineral."
ASUS,ASUS GL553VD-DM067T i7 7700 8GB 1TB+128G 1050 W10 – Portátil,903,"0,68",€,"746,84€ (sin IVA)",,"Te presentamos el portátil gaming Rog Strix GL553VD-DM067T de Asus, un portátil compacto y ligero, especialmente diseñado y fabricado para jugar. El ROG Strix GL553 viene con Windows 10 instalado de fábrica y está equipado con la 7ª generación de procesadores Intel® Core™ i7, una gráfica NVIDIA® GeForce® GTX 1050 y soporte Microsoft® DirectX® 12 para que disfrutes de una experiencia de juego con garantías."
APPLE,"Apple MacBook Air 13 i5 1,8Ghz 8GB 128GB – Portátil",912,"0,88",€,"754,45€ (sin IVA)",Sólo quedan 2 unidades,"Intel Core i5 de doble núcleo a 1,8 GHz (Turbo Boost de hasta 2,9 GHz) 8 GB de memoria LPDDR3 a 1.600 MHz 128 GB de almacenamiento SSD Intel HD Graphics 6000 Teclado retroiluminado – Español Kit de accesorios"
